manufacturer,model,version,fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note,tire_type_enc,driving_style_enc
Volkswagen,Golf,e-Golf,0.610891204,75140,67,7.97,Electricity,Summer tires,1,0,1,Normal,11.9,0,0,45.0,-0.8,Restreichweite 100km = Total 167km,0,1
Volkswagen,Golf,e-Golf,0.52755787,74977,106,12.29,Electricity,Summer tires,1,1,1,Moderate,11.6,0,0,52.0,-1.1,CCS St.Katarina Restreichweite 56km = Total 162km,0,0
Volkswagen,Golf,e-Golf,0.485891204,74871,66,7.59,Electricity,Summer tires,1,0,1,Normal,11.5,0,0,44.0,-1.2,Restreichweite 105km = Total 171km,0,1
Volkswagen,Golf,e-Golf,0.444224537,74805,99,11.48,Electricity,Summer tires,1,0,1,Moderate,11.6,0,0,41.0,-1.1,Restreichweite 72km = Total 171km,0,0
Volkswagen,Golf,e-Golf,0.360891204,74706,112,12.76,Electricity,Summer tires,1,1,1,Moderate,11.4,0,0,40.0,-1.3,Restreichweite 50km = Total 162km,0,0
Volkswagen,Golf,e-Golf,0.15255787,74594,13,1.67,Electricity,Summer tires,1,0,1,Normal,12.9,0,0,39.0,0.2,25.5°C,0,1
Volkswagen,Golf,e-Golf,0.110891204,74581,79,8.45,Electricity,Summer tires,1,0,1,Moderate,10.7,0,0,43.0,-2.0,18.5°C,0,0
Volkswagen,Golf,e-Golf,31.05.2021,74502,114,13.79,Electricity,Summer tires,1,1,1,Normal,12.1,0,0,57.0,-0.6,Restreichweite 34km = Total 148km,0,1
Volkswagen,Golf,e-Golf,29.05.2021,74361,116,14.38,Electricity,Summer tires,1,1,1,Moderate,12.4,0,0,59.0,-0.3,CCS,0,0
Volkswagen,Golf,e-Golf,28.05.2021,74219,145,16.96,Electricity,Summer tires,1,1,1,Moderate,11.7,0,0,55.0,-1.0,CCS Rastplatz Mumpf-Süd ,0,0
Volkswagen,Golf,e-Golf,27.05.2021,74074,41,4.75,Electricity,Summer tires,1,0,1,Normal,11.6,0,0,44.0,-1.1,16.5°C,0,1
Volkswagen,Golf,e-Golf,26.05.2021,74033,137,16.02,Electricity,Summer tires,1,1,1,Normal,11.7,0,0,39.0,-1.0,Restreichweite 12km = Total 149km,0,1
Volkswagen,Golf,e-Golf,24.05.2021,73874,61,7.14,Electricity,Summer tires,1,0,1,Moderate,11.7,0,0,39.0,-1.0,13.5°C,0,0
Volkswagen,Golf,e-Golf,0.860196759,73697,79,8.37,Electricity,Summer tires,1,1,1,Moderate,10.6,0,0,42.0,-2.1,16°C,0,0
Volkswagen,Golf,e-Golf,0.860196759,73618,55,6.93,Electricity,Summer tires,1,0,1,Moderate,12.6,0,0,36.0,-0.1,Gratisladung in Uniklinik Balgrist,0,0
Volkswagen,Golf,e-Golf,0.818530093,73563,69,8.83,Electricity,Summer tires,1,0,1,Normal,12.8,0,0,45.0,0.1,Restreichweite 92km = Total 161km,0,1
Volkswagen,Golf,e-Golf,0.776863426,73494,69,9.59,Electricity,Summer tires,1,0,1,Normal,13.9,0,0,43.0,1.2,Restreichweite 85km = Total 154km,0,1
Volkswagen,Golf,e-Golf,0.735196759,73425,63,8.76,Electricity,Summer tires,1,0,1,Normal,13.9,0,0,36.0,1.2,11°C,0,1
Volkswagen,Golf,e-Golf,0.610196759,73362,91,11.28,Electricity,Summer tires,1,0,1,Normal,12.4,0,0,44.0,-0.3,Restreichweite 70km = Total 161km,0,1
Volkswagen,Golf,e-Golf,0.485196759,73271,103,12.26,Electricity,Summer tires,1,0,1,Normal,11.9,0,0,42.0,-0.8,12°C,0,1
Volkswagen,Golf,e-Golf,0.401863426,73168,112,11.87,Electricity,Summer tires,1,1,1,Moderate,10.6,0,0,53.0,-2.1,21°C,0,0
Volkswagen,Golf,e-Golf,0.401863426,73056,31,3.63,Electricity,Summer tires,1,0,1,Normal,11.7,0,0,40.0,-1.0,27.5°C,0,1
Volkswagen,Golf,e-Golf,0.318530093,73025,59,8.61,Electricity,Summer tires,1,0,1,Normal,14.6,0,0,37.0,1.9,12.5°C,0,1
Volkswagen,Golf,e-Golf,0.235196759,72966,78,10.76,Electricity,Summer tires,1,0,1,Normal,13.8,0,0,45.0,1.1,"13.0°C, Restreichweite 72km = Total 150km",0,1
Volkswagen,Golf,e-Golf,0.193530093,72888,21,3.02,Electricity,Summer tires,1,0,1,Normal,14.4,0,0,45.0,1.7,14.5°C,0,1
Volkswagen,Golf,e-Golf,0.151863426,72867,30,4.11,Electricity,Summer tires,1,0,1,Normal,13.7,0,0,49.0,1.0,14.5°C,0,1
Volkswagen,Golf,e-Golf,0.110196759,72837,49,7.2,Electricity,Summer tires,1,0,1,Normal,14.7,0,0,43.0,2.0,9.0°C,0,1
Volkswagen,Golf,e-Golf,29.04.2021,72788,108,13.93,Electricity,Summer tires,1,0,1,Normal,12.9,0,0,53.0,0.2,"14°C, Restreichweite 35km = Total 143km",0,1
Volkswagen,Golf,e-Golf,28.04.2021,72680,52,5.62,Electricity,Summer tires,1,0,1,Moderate,10.8,0,0,46.0,-1.9,18°C,0,0
Volkswagen,Golf,e-Golf,27.04.2021,72628,51,6.17,Electricity,Summer tires,1,0,1,Normal,12.1,0,0,45.0,-0.6,19.0°C,0,1
Volkswagen,Golf,e-Golf,25.04.2021,72577,71,8.31,Electricity,Summer tires,1,0,1,Normal,11.7,0,0,44.0,-1.0,17.5°C,0,1
Volkswagen,Golf,e-Golf,0.942835648,72506,59,6.9,Electricity,Summer tires,1,0,1,Normal,11.7,0,0,44.0,-1.0,14.5°C,0,1
Volkswagen,Golf,e-Golf,0.859502315,72447,57,8.09,Electricity,Summer tires,1,0,1,Normal,14.2,0,0,48.0,1.5,13.5°C,0,1
Volkswagen,Golf,e-Golf,0.692835648,72390,73,11.02,Electricity,Winter tires,1,0,1,Normal,15.1,0,0,42.0,2.4,11°C,1,1
Volkswagen,Golf,e-Golf,0.609502315,72317,82,10.0,Electricity,Winter tires,1,0,1,Moderate,12.2,0,0,49.0,-0.5,7.5°C,1,0
Volkswagen,Golf,e-Golf,0.567835648,72235,41,7.26,Electricity,Winter tires,1,0,1,Normal,17.7,0,0,48.0,5.0,2°C,1,1
Volkswagen,Golf,e-Golf,0.442835648,72194,109,12.61,Electricity,Winter tires,1,0,1,Moderate,11.57,0,0,46.0,-1.13,16°C,1,0
Volkswagen,Golf,e-Golf,0.359502315,72085,55,6.16,Electricity,Winter tires,1,0,1,Moderate,11.2,0,0,40.0,-1.5,10°C,1,0
Volkswagen,Golf,e-Golf,0.317835648,72030,16,2.45,Electricity,Winter tires,1,0,1,Normal,15.3,0,0,48.0,2.6,2°C,1,1
Volkswagen,Golf,e-Golf,0.317835648,72014,99,15.25,Electricity,Winter tires,1,0,1,Normal,15.4,0,0,50.0,2.7,"3.5°C, Restreichweite 17km = Total 116km",1,1
Volkswagen,Golf,e-Golf,0.276168981,71915,21,3.97,Electricity,Winter tires,1,0,1,Normal,18.9,0,0,46.0,6.2,1°C,1,1
Volkswagen,Golf,e-Golf,0.234502315,71894,41,4.96,Electricity,Winter tires,1,0,1,Moderate,12.1,0,0,58.0,-0.6,7°C,1,0
Volkswagen,Golf,e-Golf,0.192835648,71853,103,11.23,Electricity,Winter tires,1,0,1,Moderate,10.9,0,0,43.0,-1.8,18°C,1,0
Volkswagen,Golf,e-Golf,0.067835648,71750,27,3.4,Electricity,Winter tires,1,0,1,Moderate,12.6,0,0,49.0,-0.1,"6°C, Restreichweite 137km = Total 164km",1,0
Volkswagen,Golf,e-Golf,31.03.2021,71723,104,13.31,Electricity,Winter tires,1,1,1,Normal,12.8,1,0,57.0,0.1,"23.5°C, Restreichweite 40km = Total 144km",1,1
Volkswagen,Golf,e-Golf,30.03.2021,71619,21,2.75,Electricity,Winter tires,1,0,1,Normal,13.1,1,0,47.0,0.4,"15°C, Restreichweite 149km = Total 170km",1,1
Volkswagen,Golf,e-Golf,28.03.2021,71479,65,7.35,Electricity,Winter tires,1,0,1,Normal,11.3,1,0,42.0,-1.4,"15°C, Restreichweite 106km = Total 171km",1,1
Volkswagen,Golf,e-Golf,25.03.2021,71414,120,14.04,Electricity,Winter tires,1,0,1,Normal,11.7,1,0,46.0,-1.0,"15.5°C, Restreichweite 37km = Total 157km",1,1
Volkswagen,Golf,e-Golf,0.98380787,71294,85,11.47,Electricity,Winter tires,1,1,1,Normal,13.5,1,0,51.0,0.8,"7.5°C, Restreichweite 71km = Total 156km",1,1
Volkswagen,Golf,e-Golf,0.942141204,71209,31,5.2,Electricity,Winter tires,1,0,1,Normal,16.8,1,0,47.0,4.1,"5.0°C, Restreichweite 111km = Total 141km",1,1
Volkswagen,Golf,e-Golf,0.900474537,71178,80,13.04,Electricity,Winter tires,1,0,1,Normal,16.3,1,0,47.0,3.6,"4.5°C, Restreichweite 38km = Total 118km",1,1
Volkswagen,Golf,e-Golf,0.73380787,71098,70,10.92,Electricity,Winter tires,1,0,1,Normal,15.6,1,0,48.0,2.9,"6°C, Restreichweite 74km = Total 144km",1,1
Volkswagen,Golf,e-Golf,0.73380787,71028,101,16.36,Electricity,Winter tires,1,1,1,Normal,16.2,1,0,50.0,3.5,"4.5°C, Restreichweite 17km = Total 118km Laden CCS Bad Zurzach nur Parkgebühr Fr.1.-",1,1
Volkswagen,Golf,e-Golf,0.692141204,70927,80,13.52,Electricity,Winter tires,1,0,1,Normal,16.9,1,0,46.0,4.2,"4°C,Restreichweite 37km = Total 117km",1,1
Volkswagen,Golf,e-Golf,0.525474537,70847,89,14.68,Electricity,Winter tires,1,0,1,Normal,16.5,1,0,47.0,3.8,Restreichweite 22km = Total 111km,1,1
Volkswagen,Golf,e-Golf,0.35880787,70758,60,8.88,Electricity,Winter tires,1,0,1,Normal,14.8,1,0,45.0,2.1,"6.5°C, Restreichweite 77km = Total 137km",1,1
Volkswagen,Golf,e-Golf,0.23380787,70698,106,14.84,Electricity,Winter tires,1,0,1,Normal,14.0,1,0,40.0,1.3,"5°C, Restreichweite 21km = Total 127km",1,1
Volkswagen,Golf,e-Golf,0.067141204,70592,105,14.28,Electricity,Winter tires,1,1,1,Normal,13.6,1,0,48.0,0.9,Restreichweite 31km = Total 136km,1,1
Volkswagen,Golf,e-Golf,28.02.2021,70487,33,5.04,Electricity,Winter tires,1,0,1,Normal,15.3,1,0,39.0,2.6,Restreichweite 128km = Total 161km,1,1
Volkswagen,Golf,e-Golf,24.02.2021,70454,98,13.23,Electricity,Winter tires,1,0,1,Normal,13.5,1,0,45.0,0.8,"15.5°C, Restreichweite 32km = Total 130km",1,1
Volkswagen,Golf,e-Golf,0.858113426,70356,119,17.13,Electricity,Winter tires,1,1,1,Normal,14.4,1,0,52.0,1.7,"6.0°C, Restreichweite 11km = Total 130km",1,1
Volkswagen,Golf,e-Golf,0.816446759,70237,55,8.19,Electricity,Winter tires,1,0,1,Normal,14.9,1,0,43.0,2.2,"7.5°C, Restreichweite 66km = Total 121km",1,1
Volkswagen,Golf,e-Golf,0.774780093,70182,73,13.72,Electricity,Winter tires,1,0,1,Normal,18.8,1,0,43.0,6.1,"3.0°C, Restreichweite 27km = Total 100km",1,1
Volkswagen,Golf,e-Golf,0.566446759,70109,61,11.4,Electricity,Winter tires,1,0,1,Normal,18.7,1,0,49.0,6.0,"-5.5°C, Restreichweite 52km = Total 112km",1,1
Volkswagen,Golf,e-Golf,0.483113426,70016,23,5.4,Electricity,Winter tires,1,0,1,Normal,23.5,1,0,36.0,10.8,"-3.5°C, Restreichweite 97km = Total 120km",1,1
Volkswagen,Golf,e-Golf,0.441446759,69993,21,4.76,Electricity,Winter tires,1,0,1,Normal,22.7,1,0,42.0,10.0,"-4.5°C, Restreichweite 109km = Total 130km",1,1
Volkswagen,Golf,e-Golf,0.399780093,69972,25,3.47,Electricity,Winter tires,1,0,1,Normal,13.9,1,0,47.0,1.2,"4°C, Strecke leicht abwärts",1,1
Volkswagen,Golf,e-Golf,0.399780093,69947,45,8.46,Electricity,Winter tires,1,1,1,Normal,18.8,1,0,52.0,6.1,4°C,1,1
Volkswagen,Golf,e-Golf,0.358113426,69902,22,4.29,Electricity,Winter tires,1,0,1,Normal,19.5,1,0,46.0,6.8,0.5°C,1,1
Volkswagen,Golf,e-Golf,0.358113426,69880,62,10.29,Electricity,Winter tires,1,0,1,Normal,16.6,1,0,44.0,3.9,1.5°C,1,1
Volkswagen,Golf,e-Golf,0.149780093,69713,51,8.26,Electricity,Winter tires,1,0,1,Normal,16.2,1,0,43.0,3.5,"7.5°C, Restreichweite 79km = Total 130km",1,1
Volkswagen,Golf,e-Golf,0.066446759,69662,69,10.76,Electricity,Winter tires,1,0,1,Normal,15.6,1,0,48.0,2.9,"7°C, Restreichweite 64km = Total 133km",1,1
Volkswagen,Golf,e-Golf,31.01.2021,69593,79,12.79,Electricity,Winter tires,1,0,1,Normal,16.2,1,0,45.0,3.5,"5.5°C, Restreichweite 42km = Total 121km",1,1
Volkswagen,Golf,e-Golf,27.01.2021,69514,62,11.84,Electricity,Winter tires,1,0,1,Normal,19.1,1,0,46.0,6.4,0°C Restreichweite 52km = Total 114km,1,1
Volkswagen,Golf,e-Golf,26.01.2021,69452,37,5.8,Electricity,Winter tires,1,1,1,Normal,15.7,1,0,49.0,3.0,3°C ,1,1
Volkswagen,Golf,e-Golf,26.01.2021,69415,70,13.44,Electricity,Winter tires,1,0,1,Normal,19.2,1,0,47.0,6.5,2°C / CCS Agrola Höri 48Rp./Kwh ,1,1
Volkswagen,Golf,e-Golf,24.01.2021,69345,47,9.44,Electricity,Winter tires,1,0,1,Normal,20.1,1,0,43.0,7.4,-2°C,1,1
Volkswagen,Golf,e-Golf,0.857418981,69298,78,15.67,Electricity,Winter tires,1,0,1,Normal,20.1,1,0,46.0,7.4,0°C,1,1
Volkswagen,Golf,e-Golf,0.690752315,69220,24,5.18,Electricity,Winter tires,1,0,1,Normal,21.6,1,0,37.0,8.9,-3.5°C,1,1
Volkswagen,Golf,e-Golf,0.649085648,69196,21,3.9,Electricity,Winter tires,1,0,1,Normal,18.6,1,0,39.0,5.9,1.5°C,1,1
Volkswagen,Golf,e-Golf,0.607418981,69119,103,17.3,Electricity,Winter tires,1,0,1,Normal,16.8,1,0,45.0,4.1,0°C,1,1
Volkswagen,Golf,e-Golf,0.482418981,69016,21,4.68,Electricity,Winter tires,1,0,1,Normal,22.3,1,0,47.0,9.6,-3°C,1,1
Volkswagen,Golf,e-Golf,0.440752315,68995,33,6.4,Electricity,Winter tires,1,0,1,Normal,19.4,1,0,40.0,6.7,Restreichweite 81km = Total 114km,1,1
Volkswagen,Golf,e-Golf,0.315752315,68962,13,2.69,Electricity,Winter tires,1,0,1,Normal,20.7,1,0,41.0,8.0,-3°C,1,1
Volkswagen,Golf,e-Golf,0.274085648,68857,35,7.87,Electricity,Winter tires,1,0,1,Normal,22.5,0,0,43.0,9.8,Restreichweite 64km = Total 99km,1,1
Volkswagen,Golf,e-Golf,0.232418981,68822,42,8.52,Electricity,Winter tires,1,0,1,Normal,20.3,0,0,50.0,7.6,Restreichweite 67km = Total 109km,1,1
Volkswagen,Golf,e-Golf,0.149085648,68780,32,6.43,Electricity,Winter tires,1,0,1,Normal,20.1,0,0,43.0,7.4,Restreichweite 86km = Total 118km,1,1
Volkswagen,Golf,e-Golf,28.12.2020,68748,13,2.67,Electricity,Winter tires,1,0,1,Normal,20.6,0,0,37.0,7.9,,1,1
Volkswagen,Golf,e-Golf,25.12.2020,68735,64,10.81,Electricity,Winter tires,1,0,1,Normal,16.9,0,0,44.0,4.2,Restreichweite 58km = Total 122km,1,1
Volkswagen,Golf,e-Golf,0.990046296,68671,60,8.04,Electricity,Winter tires,1,0,1,Normal,13.4,0,0,40.0,0.7,10°C warm im Dezember,1,1
Volkswagen,Golf,e-Golf,0.906712963,68611,96,14.4,Electricity,Winter tires,1,1,1,Normal,15.0,0,0,56.0,2.3,Restreichweite 40km = Total 136km,1,1
Volkswagen,Golf,e-Golf,0.865046296,68515,38,6.99,Electricity,Winter tires,1,0,1,Normal,18.4,0,0,39.0,5.7,Restreichweite 89km = Total 127km,1,1
Volkswagen,Golf,e-Golf,0.44837963,68477,100,15.5,Electricity,Winter tires,1,1,1,Normal,15.5,0,0,50.0,2.8,Restreichweite 22km = Total 122km,1,1
Volkswagen,Golf,e-Golf,0.406712963,68377,35,7.31,Electricity,Winter tires,1,0,1,Normal,20.9,0,0,44.0,8.2,Restreichweite 70km = Total 105km,1,1
Volkswagen,Golf,e-Golf,0.32337963,68342,61,10.79,Electricity,Winter tires,1,0,1,Normal,17.7,0,0,43.0,5.0,Restreichweite 56km = Total 117km,1,1
Volkswagen,Golf,e-Golf,0.281712963,68281,81,13.93,Electricity,Winter tires,1,0,1,Normal,17.2,0,0,47.0,4.5,Restreichweite 35km = Total 116km,1,1
Volkswagen,Golf,e-Golf,0.156712963,68200,96,14.49,Electricity,Winter tires,1,1,1,Normal,15.1,0,0,56.0,2.4,Restreichweite 23km = Total 119km,1,1
Volkswagen,Golf,e-Golf,0.115046296,68104,68,12.1,Electricity,Winter tires,1,0,1,Normal,17.8,0,0,46.0,5.1,Restreichweite 48km = Total 116km,1,1
Volkswagen,Golf,e-Golf,0.07337963,68036,25,5.3,Electricity,Winter tires,1,0,1,Normal,21.2,0,0,39.0,8.5,Restreichweite 101km = Total 126km,1,1
Volkswagen,Golf,e-Golf,30.11.2020,68011,65,13.19,Electricity,Winter tires,1,0,1,Normal,20.3,0,0,44.0,7.6,Restreichweite 35km = Total 100km,1,1
Volkswagen,Golf,e-Golf,28.11.2020,67946,65,11.83,Electricity,Winter tires,1,0,1,Normal,18.2,0,0,40.0,5.5,Restreichweite 46km = Total 111km,1,1
Volkswagen,Golf,e-Golf,26.11.2020,67881,92,14.35,Electricity,Winter tires,1,1,1,Normal,15.6,0,0,57.0,2.9,Restreichweite 28km = Total 120km,1,1
Volkswagen,Golf,e-Golf,25.11.2020,67789,68,12.98,Electricity,Winter tires,1,0,1,Normal,19.1,0,0,42.0,6.4,Restreichweite 41km = Total 109km,1,1
Volkswagen,Golf,e-Golf,24.11.2020,67721,57,9.4,Electricity,Winter tires,1,0,1,Normal,16.5,0,0,42.0,3.8,Restreichweite 73km = Total 130km,1,1
Volkswagen,Golf,e-Golf,0.906018519,67664,38,6.49,Electricity,Winter tires,1,0,1,Normal,17.1,0,0,47.0,4.4,Restreichweite 102km = Total 140km,1,1
Volkswagen,Golf,e-Golf,0.822685185,67626,101,15.65,Electricity,Winter tires,1,1,1,Normal,15.5,0,0,49.0,2.8,Restreichweite 29km = Total 130km,1,1
Volkswagen,Golf,e-Golf,0.781018519,67525,83,12.11,Electricity,Winter tires,1,1,1,Normal,14.6,0,0,47.0,1.9,Restreichweite 62km = Total 145km,1,1
Volkswagen,Golf,e-Golf,0.739351852,67442,45,6.84,Electricity,Winter tires,1,0,1,Normal,15.2,0,0,48.0,2.5,,1,1
Volkswagen,Golf,e-Golf,0.697685185,67397,67,10.98,Electricity,Winter tires,1,0,1,Normal,16.4,0,0,39.0,3.7,Restreichweite 63km = Total 130km,1,1
Volkswagen,Golf,e-Golf,0.531018519,67330,91,11.37,Electricity,Winter tires,1,1,1,Normal,12.5,0,0,52.0,-0.2,Restreichweite 64km = Total 155km,1,1
Volkswagen,Golf,e-Golf,0.489351852,67239,47,8.74,Electricity,Winter tires,1,0,1,Normal,18.6,0,0,45.0,5.9,Restreichweite 73km = Total 120km,1,1
Volkswagen,Golf,e-Golf,0.406018519,67192,51,7.24,Electricity,Winter tires,1,0,1,Normal,14.2,0,0,41.0,1.5,Restreichweite 98km = Total 149km,1,1
Volkswagen,Golf,e-Golf,0.364351852,67141,73,11.16,Electricity,Winter tires,1,0,1,Normal,15.3,0,0,44.0,2.6,Restreichweite 59km = Total 132km,1,1
Volkswagen,Golf,e-Golf,0.239351852,67068,91,14.65,Electricity,Winter tires,1,1,1,Normal,16.1,0,0,59.0,3.4,Restreichweite 34km = Total 125km,1,1
Volkswagen,Golf,e-Golf,0.197685185,66977,55,10.01,Electricity,Winter tires,1,0,1,Normal,18.2,0,0,46.0,5.5,Restreichweite 63km = Total 118km,1,1
Volkswagen,Golf,e-Golf,0.114351852,66922,115,12.99,Electricity,Winter tires,1,0,1,Normal,11.3,0,0,45.0,-1.4,Restreichweite 54km = Total 169km,1,1
Volkswagen,Golf,e-Golf,30.10.2020,66807,102,14.28,Electricity,Winter tires,1,0,1,Normal,14.0,0,0,41.0,1.3,Restreichweite 34km = Total 136km,1,1
Volkswagen,Golf,e-Golf,28.10.2020,66705,45,5.26,Electricity,Winter tires,1,0,1,Normal,11.7,0,0,44.0,-1.0,Restreichweite 131km = Total 176km,1,1
Volkswagen,Golf,e-Golf,27.10.2020,66660,93,12.92,Electricity,Winter tires,1,0,1,Normal,13.9,0,0,45.0,1.2,Restreichweite 55km = Total 148km,1,1
Volkswagen,Golf,e-Golf,26.10.2020,66567,32,5.56,Electricity,Winter tires,1,0,1,Normal,17.4,0,0,46.0,4.7,Restreichweite 89km = Total 121km,1,1
Volkswagen,Golf,e-Golf,25.10.2020,66535,87,11.13,Electricity,Winter tires,1,0,1,Normal,12.8,0,0,43.0,0.1,Restreichweite 70km = Total 157km,1,1
Volkswagen,Golf,e-Golf,0.946990741,66448,68,11.08,Electricity,Winter tires,1,0,1,Normal,16.3,0,0,45.0,3.6,Restreichweite 60km = Total 128km,1,1
Volkswagen,Golf,e-Golf,0.821990741,66380,72,11.95,Electricity,Winter tires,1,0,1,Normal,16.6,0,0,47.0,3.9,Restreichweite 52km = Total 124km,1,1
Volkswagen,Golf,e-Golf,0.696990741,66308,59,9.68,Electricity,Winter tires,1,0,1,Normal,16.4,0,0,35.0,3.7,Restreichweite 82km = Total 141km,1,1
Volkswagen,Golf,e-Golf,0.613657407,66249,78,13.1,Electricity,Summer tires,1,0,1,Normal,16.8,0,0,39.0,4.1,Restreichweite 48km = Total 126km,0,1
Volkswagen,Golf,e-Golf,0.530324074,66171,50,7.8,Electricity,Summer tires,1,0,1,Normal,15.6,0,0,43.0,2.9,Restreichweite 84km = Total 134km,0,1
Volkswagen,Golf,e-Golf,0.363657407,66121,101,12.63,Electricity,Summer tires,1,1,1,Normal,12.5,0,0,38.0,-0.2,Restreichweite 47km = Total 148km,0,1
Volkswagen,Golf,e-Golf,0.321990741,66020,17,2.38,Electricity,Summer tires,1,0,1,Normal,14.0,0,0,39.0,1.3,Restreichweite 149km = Total 166km,0,1
Volkswagen,Golf,e-Golf,0.238657407,66003,108,13.39,Electricity,Summer tires,1,0,1,Normal,12.4,0,0,44.0,-0.3,Restreichweite 44km = Total 152km,0,1
Volkswagen,Golf,e-Golf,30.09.2020,65895,79,11.62,Electricity,Summer tires,1,0,1,Normal,14.9,0,0,41.0,2.2,Restreichweite 60km = Total 139km,0,1
Volkswagen,Golf,e-Golf,25.09.2020,65816,116,13.8,Electricity,Summer tires,1,0,1,Normal,11.9,0,0,41.0,-0.8,,0,1
Volkswagen,Golf,e-Golf,0.90462963,65700,124,13.27,Electricity,Summer tires,1,0,1,Normal,10.7,0,0,39.0,-2.0,Restreichweite 43km = Total 167km,0,1
Volkswagen,Golf,e-Golf,0.821296296,65576,155,15.97,Electricity,Summer tires,1,0,1,Normal,10.3,0,0,38.0,-2.4,,0,1
Volkswagen,Golf,e-Golf,0.696296296,65421,26,3.07,Electricity,Summer tires,1,0,1,Normal,11.8,0,0,33.0,-0.9,,0,1
Volkswagen,Golf,e-Golf,0.65462963,65394,111,12.77,Electricity,Summer tires,1,0,1,Normal,11.5,0,0,41.0,-1.2,Restreichweite 56km = Total 167km,0,1
Volkswagen,Golf,e-Golf,0.446296296,65284,96,10.56,Electricity,Summer tires,1,0,1,Normal,11.0,0,0,44.0,-1.7,Restreichweite 88km = Total 184km,0,1
Volkswagen,Golf,e-Golf,0.27962963,65188,154,17.86,Electricity,Summer tires,1,1,1,Normal,11.6,0,0,59.0,-1.1,Restreichweite 9km = Total 163km,0,1
Volkswagen,Golf,e-Golf,0.196296296,64913,23,2.43,Electricity,Summer tires,1,0,1,Normal,10.6,0,0,45.0,-2.1,Restreichweite 164km = Total 187km,0,1
Volkswagen,Golf,e-Golf,0.112962963,64890,106,11.44,Electricity,Summer tires,1,0,1,Normal,10.8,1,0,39.0,-1.9,Restreichweite 77km = Total 183km,0,1
Volkswagen,Golf,e-Golf,0.071296296,64784,103,12.05,Electricity,Summer tires,1,0,1,Normal,11.7,1,0,43.0,-1.0,Restreichweite 66km = Total 169km,0,1
Volkswagen,Golf,e-Golf,27.08.2020,64681,102,11.52,Electricity,Summer tires,1,0,1,Normal,11.3,1,0,41.0,-1.4,Restreichweite 74km = Total 176km,0,1
Volkswagen,Golf,e-Golf,0.987268519,64578,43,4.73,Electricity,Summer tires,1,0,1,Normal,11.0,1,0,39.0,-1.7,,0,1
Volkswagen,Golf,e-Golf,0.903935185,64536,101,11.11,Electricity,Summer tires,1,0,1,Normal,11.0,1,0,44.0,-1.7,Restreichweite 80km = Total 181km,0,1
Volkswagen,Golf,e-Golf,0.820601852,64435,102,10.3,Electricity,Summer tires,1,1,1,Normal,10.1,1,0,54.0,-2.6,Restreichweite 88km = Total 190km,0,1
Volkswagen,Golf,e-Golf,0.778935185,64333,61,7.74,Electricity,Summer tires,1,1,1,Normal,12.7,1,0,41.0,0.0,Restreichweite 103km = Total 164km,0,1
Volkswagen,Golf,e-Golf,0.737268519,64272,101,11.31,Electricity,Summer tires,1,0,1,Normal,11.2,1,0,43.0,-1.5,Restreichweite 77km = Total 178km,0,1
Volkswagen,Golf,e-Golf,0.528935185,64171,99,12.07,Electricity,Summer tires,1,0,1,Normal,12.2,1,0,43.0,-0.5,Restreichweite 68km = Total 167km,0,1
Volkswagen,Golf,e-Golf,0.320601852,64072,109,11.88,Electricity,Summer tires,1,0,1,Moderate,10.9,1,0,43.0,-1.8,Restreichweite 69km = Total 178km,0,0
Volkswagen,Golf,e-Golf,0.195601852,63963,48,5.8,Electricity,Summer tires,1,0,1,Moderate,12.1,1,0,44.0,-0.6,Restreichweite 131km = Total 179km,0,0
Volkswagen,Golf,e-Golf,0.112268519,63915,144,16.7,Electricity,Summer tires,1,1,1,Moderate,11.6,1,0,52.0,-1.1,Restreichweite 22km = Total 166km,0,0
Volkswagen,Golf,e-Golf,0.070601852,63771,125,13.87,Electricity,Summer tires,1,0,1,Moderate,11.1,1,0,43.0,-1.6,Restreichweite 41km = Total 166km,0,0
Volkswagen,Golf,e-Golf,26.07.2020,63646,114,11.05,Electricity,Summer tires,1,1,1,Moderate,9.7,0,0,39.0,-3.0,Restreichweite 81km = Total 195km,0,0
Volkswagen,Golf,e-Golf,0.986574074,63532,63,7.68,Electricity,Summer tires,1,1,1,Normal,12.2,0,0,45.0,-0.5,Gratisladung Uniklinik Balgrist Zürich,0,1
Volkswagen,Golf,e-Golf,0.944907407,63469,94,10.71,Electricity,Summer tires,1,0,1,Normal,11.4,0,0,37.0,-1.3,Restreichweite 81km = Total 175km,0,1
Volkswagen,Golf,e-Golf,0.653240741,63375,69,6.55,Electricity,Summer tires,1,0,1,Normal,9.5,0,0,45.0,-3.2,,0,1
Volkswagen,Golf,e-Golf,0.569907407,63306,64,7.29,Electricity,Summer tires,1,1,1,Normal,11.4,0,0,39.0,-1.3,Kostenlos Ikea Spreitenbach,0,1
Volkswagen,Golf,e-Golf,0.528240741,63242,112,11.98,Electricity,Summer tires,1,0,1,Normal,10.7,0,0,45.0,-2.0,Restreichweite 72km = Total 184km,0,1
