manufacturer,model,version,fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note,tire_type_enc,driving_style_enc
Volkswagen,Golf,e-Golf,0.319895833,50395,152,17.32,Electricity,Summer tires,1,1,1,Moderate,11.4,1,0,58.0,-1.3,Restreichweite 17km = Total 169km,0,0
Volkswagen,Golf,e-Golf,0.278229167,50243,125,12.87,Electricity,Summer tires,1,0,1,Moderate,10.3,1,0,41.0,-2.4,Restreichweite 56km = Total 181km,0,0
Volkswagen,Golf,e-Golf,0.153229167,50118,41,4.87,Electricity,Summer tires,1,0,1,Moderate,11.9,1,0,41.0,-0.8,Restreichweite 143km = Total 184km,0,0
Volkswagen,Golf,e-Golf,0.1115625,50077,91,10.55,Electricity,Summer tires,1,0,1,Moderate,11.6,1,0,41.0,-1.1,Restreichweite 87km = Total 178km,0,0
Volkswagen,Golf,e-Golf,29.06.2019,49862,16,1.93,Electricity,Summer tires,1,0,1,Moderate,12.1,1,0,43.0,-0.6,Restreichweite 148km = Total 164km,0,0
Volkswagen,Golf,e-Golf,29.06.2019,49846,29,3.59,Electricity,Summer tires,1,0,1,Moderate,12.4,1,0,37.0,-0.3,Restreichweite 153km = Total 182km,0,0
Volkswagen,Golf,e-Golf,28.06.2019,49817,64,7.29,Electricity,Summer tires,1,0,1,Moderate,11.4,1,0,38.0,-1.3,Restreichweite 114km = Total 178km,0,0
Volkswagen,Golf,e-Golf,27.06.2019,49708,57,7.52,Electricity,Summer tires,1,0,1,Moderate,13.2,1,0,39.0,0.5,Restreichweite 107km = Total 164km,0,0
Volkswagen,Golf,e-Golf,0.985868056,49651,151,16.15,Electricity,Summer tires,1,0,1,Moderate,10.7,1,0,41.0,-2.0,Restreichweite 23km = Total 174km,0,0
Volkswagen,Golf,e-Golf,0.860868056,49500,43,5.41,Electricity,Summer tires,1,0,1,Normal,12.6,1,0,38.0,-0.1,,0,1
Volkswagen,Golf,e-Golf,0.777534722,49457,111,12.65,Electricity,Summer tires,1,0,1,Normal,11.4,1,0,46.0,-1.3,,0,1
Volkswagen,Golf,e-Golf,0.694201389,49346,149,15.64,Electricity,Summer tires,1,0,1,Normal,10.5,0,0,39.0,-2.2,Restreichweite 29km = Total 178km,0,1
Volkswagen,Golf,e-Golf,0.569201389,49197,132,15.7,Electricity,Summer tires,1,0,1,Normal,11.9,0,0,42.0,-0.8,Restreichweite 25km = Total 157km,0,1
Volkswagen,Golf,e-Golf,0.402534722,49004,112,13.55,Electricity,Summer tires,1,1,1,Normal,12.1,0,0,59.0,-0.6,CCS DMG Mori in Winterthur kostenlos,0,1
Volkswagen,Golf,e-Golf,0.319201389,48799,96,10.94,Electricity,Summer tires,1,0,1,Normal,11.4,0,0,49.0,-1.3,Restreichweite 83km = Total 179km,0,1
Volkswagen,Golf,e-Golf,0.235868056,48703,49,5.68,Electricity,Summer tires,1,0,1,Normal,11.6,0,0,39.0,-1.1,Restreichweite 132km = Total 181km,0,1
Volkswagen,Golf,e-Golf,0.194201389,48654,99,11.78,Electricity,Summer tires,1,0,1,Normal,11.9,0,0,44.0,-0.8,Restreichweite 72km = Total 171km,0,1
Volkswagen,Golf,e-Golf,0.110868056,48555,82,8.77,Electricity,Summer tires,1,0,1,Normal,10.7,1,0,43.0,-2.0,Restreichweite 99km = Total 181km,0,1
Volkswagen,Golf,e-Golf,31.05.2019,48473,121,15.36,Electricity,Summer tires,1,0,1,Normal,12.7,0,0,41.0,0.0,Restreichweite 26km = Total 147km,0,1
Volkswagen,Golf,e-Golf,27.05.2019,48352,108,11.98,Electricity,Summer tires,1,0,1,Normal,11.1,0,0,40.0,-1.6,Restreichweite 73km = Total 181km,0,1
Volkswagen,Golf,e-Golf,26.05.2019,48244,78,8.58,Electricity,Summer tires,1,0,1,Normal,11.0,0,0,37.0,-1.7,Restreichweite 96km = Total 174km,0,1
Volkswagen,Golf,e-Golf,0.985173611,48166,158,17.22,Electricity,Summer tires,1,0,1,Normal,10.9,0,0,42.0,-1.8,Restreichweite 11km = Total 169km,0,1
Volkswagen,Golf,e-Golf,0.901840278,48008,78,11.31,Electricity,Summer tires,1,0,1,Normal,14.5,0,0,45.0,1.8,Restreichweite 68km = Total 145km,0,1
Volkswagen,Golf,e-Golf,0.776840278,47930,130,14.69,Electricity,Summer tires,1,0,1,Normal,11.3,0,0,43.0,-1.4,Restreichweite 36km = Total 166km,0,1
Volkswagen,Golf,e-Golf,0.693506944,47800,77,9.47,Electricity,Summer tires,1,0,1,Normal,12.3,0,0,46.0,-0.4,Restreichweite 92km = Total 169km,0,1
Volkswagen,Golf,e-Golf,0.610173611,47723,75,9.53,Electricity,Summer tires,1,0,1,Normal,12.7,0,0,42.0,0.0,Restreichweite 79km = Total 154km,0,1
Volkswagen,Golf,e-Golf,0.443506944,47648,57,8.26,Electricity,Summer tires,1,0,1,Normal,14.5,0,0,40.0,1.8,Restreichweite 86km = Total 142km,0,1
Volkswagen,Golf,e-Golf,0.360173611,47591,37,5.88,Electricity,Summer tires,1,0,1,Normal,15.9,0,0,45.0,3.2,,0,1
Volkswagen,Golf,e-Golf,0.318506944,47554,119,14.51,Electricity,Summer tires,1,0,1,Normal,12.2,0,0,46.0,-0.5,Restreichweite 36km = Total 155km,0,1
Volkswagen,Golf,e-Golf,0.235173611,47435,22,3.82,Electricity,Summer tires,1,0,1,Normal,17.4,0,0,47.0,4.7,3°C. Heizung an.,0,1
Volkswagen,Golf,e-Golf,0.193506944,47413,89,12.46,Electricity,Summer tires,1,0,1,Normal,14.0,0,0,35.0,1.3,Restreichweite 58km = Total 146km,0,1
Volkswagen,Golf,e-Golf,0.110173611,47324,50,5.8,Electricity,Summer tires,1,0,1,Normal,11.6,0,0,45.0,-1.1,,0,1
Volkswagen,Golf,e-Golf,0.068506944,47274,124,16.62,Electricity,Summer tires,1,0,1,Normal,13.4,0,0,40.0,0.7,Restreichweite 15km = Total 139km CCS ABB Baden,0,1
Volkswagen,Golf,e-Golf,27.04.2019,47059,94,11.37,Electricity,Summer tires,1,0,1,Normal,12.1,0,0,41.0,-0.6,Restreichweite 74km = Total 168km,0,1
Volkswagen,Golf,e-Golf,0.901145833,46810,69,7.31,Electricity,Summer tires,1,0,1,Normal,10.6,0,0,47.0,-2.1,Reatreichweite 114km = Total 183km,0,1
Volkswagen,Golf,e-Golf,0.776145833,46616,103,12.77,Electricity,Summer tires,1,0,1,Normal,12.4,0,0,33.0,-0.3,Restreichweite 60km = Total 163km,0,1
Volkswagen,Golf,e-Golf,0.651145833,46513,88,13.81,Electricity,Winter tires,1,0,1,Normal,15.7,0,0,48.0,3.0,Restreichweite 43km = Total 131km,1,1
Volkswagen,Golf,e-Golf,0.484479167,46425,100,11.9,Electricity,Winter tires,1,1,1,Normal,11.9,0,0,51.0,-0.8,Restreichweite 68km = Total 168km,1,1
Volkswagen,Golf,e-Golf,0.4428125,46325,47,7.23,Electricity,Winter tires,1,0,1,Normal,15.4,0,0,46.0,2.7,Restreichweite 100km = Total 147km,1,1
Volkswagen,Golf,e-Golf,0.359479167,46278,64,7.16,Electricity,Winter tires,1,0,1,Normal,11.2,0,0,44.0,-1.5,Restreichweite 122km = Total 186km,1,1
Volkswagen,Golf,e-Golf,0.3178125,46214,132,16.1,Electricity,Winter tires,1,0,1,Normal,12.2,0,0,46.0,-0.5,Restreichweite 24km = Total 156km,1,1
Volkswagen,Golf,e-Golf,0.234479167,46082,60,8.82,Electricity,Winter tires,1,0,1,Normal,14.7,0,0,45.0,2.0,Restreichweite 69km = Total 129km,1,1
Volkswagen,Golf,e-Golf,0.1928125,46022,90,13.86,Electricity,Winter tires,1,0,1,Normal,15.4,0,0,44.0,2.7,Restreichweite 33km = Total 123km,1,1
Volkswagen,Golf,e-Golf,0.0678125,45932,113,14.91,Electricity,Winter tires,1,1,1,Normal,13.2,0,0,54.0,0.5,Restreichweite 33km = Total 146km,1,1
Volkswagen,Golf,e-Golf,31.03.2019,45819,90,13.5,Electricity,Winter tires,1,0,1,Normal,15.0,0,0,45.0,2.3,Restreichweite 38km = Total 128km,1,1
Volkswagen,Golf,e-Golf,26.03.2019,45729,92,12.32,Electricity,Winter tires,1,0,1,Normal,13.4,0,0,49.0,0.7,Restreichweite 58km = Total 150km,1,1
Volkswagen,Golf,e-Golf,24.03.2019,45500,81,8.74,Electricity,Winter tires,1,0,1,Normal,10.8,0,0,41.0,-1.9,CCS Au/SG kostenlos,1,1
Volkswagen,Golf,e-Golf,0.942118056,45283,88,11.79,Electricity,Winter tires,1,0,1,Normal,13.4,0,0,44.0,0.7,Restreichweite 71km = Total 159km,1,1
Volkswagen,Golf,e-Golf,0.900451389,45195,49,7.35,Electricity,Winter tires,1,0,1,Normal,15.0,0,0,44.0,2.3,Restreichweite 97km = Total 146km,1,1
Volkswagen,Golf,e-Golf,0.817118056,45146,54,9.88,Electricity,Winter tires,1,0,1,Normal,18.3,0,0,39.0,5.6,Restreichweite 63km = Total 117km,1,1
Volkswagen,Golf,e-Golf,0.692118056,45092,101,13.02,Electricity,Winter tires,1,1,1,Normal,12.9,0,0,56.0,0.2,,1,1
Volkswagen,Golf,e-Golf,0.692118056,44991,70,9.94,Electricity,Winter tires,1,0,1,Normal,14.2,0,0,40.0,1.5,Restreichweite 81km = Total 151km,1,1
Volkswagen,Golf,e-Golf,0.608784722,44921,83,14.36,Electricity,Winter tires,1,0,1,Normal,17.3,0,0,40.0,4.6,Restreichweite 38km = Total 121km,1,1
Volkswagen,Golf,e-Golf,0.567118056,44838,25,3.45,Electricity,Winter tires,1,0,1,Normal,13.8,0,0,42.0,1.1,Restreichweite 136km = Total 160km,1,1
Volkswagen,Golf,e-Golf,0.525451389,44813,68,12.03,Electricity,Winter tires,1,0,1,Normal,17.7,0,0,46.0,5.0,Restreichweite 54km = Total 122km,1,1
Volkswagen,Golf,e-Golf,0.442118056,44503,94,12.46,Electricity,Winter tires,1,1,1,Normal,13.4,0,0,46.0,0.7,Schnellladung Bursins Sud kostenlos,1,1
Volkswagen,Golf,e-Golf,0.358784722,44173,93,13.21,Electricity,Winter tires,1,0,1,Normal,14.2,0,0,39.0,1.5,Restreichweite 50km = Total 143km,1,1
Volkswagen,Golf,e-Golf,0.275451389,44080,98,14.5,Electricity,Winter tires,1,0,1,Normal,14.8,0,0,46.0,2.1,Restreichweite 38km = Total 136km ,1,1
Volkswagen,Golf,e-Golf,0.150451389,43982,106,12.61,Electricity,Winter tires,1,0,1,Normal,11.9,0,0,58.0,-0.8,Restreichweite 61km = Total 167km,1,1
Volkswagen,Golf,e-Golf,0.108784722,43876,90,11.52,Electricity,Winter tires,1,0,1,Normal,12.8,0,0,50.0,0.1,Restreichweite 67km = Total 157km,1,1
Volkswagen,Golf,e-Golf,0.067118056,43786,66,10.75,Electricity,Winter tires,1,0,1,Normal,16.3,0,0,43.0,3.6,Restreichweite 67km = Total 133km,1,1
Volkswagen,Golf,e-Golf,28.02.2019,43720,85,12.41,Electricity,Winter tires,1,0,1,Normal,14.6,0,0,48.0,1.9,Restreichweite 63km = Total 148km,1,1
Volkswagen,Golf,e-Golf,27.02.2019,43635,57,8.04,Electricity,Winter tires,1,0,1,Normal,14.1,0,0,44.0,1.4,Restreichweite 90km = Total 147km,1,1
Volkswagen,Golf,e-Golf,26.02.2019,43578,57,8.55,Electricity,Winter tires,1,0,1,Normal,15.0,0,0,43.0,2.3,,1,1
Volkswagen,Golf,e-Golf,24.02.2019,43521,109,16.02,Electricity,Winter tires,1,0,1,Normal,14.7,0,0,42.0,2.0,Restreichweite 14km = Total 123km,1,1
Volkswagen,Golf,e-Golf,0.899756944,43412,87,13.22,Electricity,Winter tires,1,0,1,Normal,15.2,0,0,41.0,2.5,Restreichweite 53km = Total 140km,1,1
Volkswagen,Golf,e-Golf,0.816423611,43325,48,9.22,Electricity,Winter tires,1,0,1,Normal,19.2,0,0,39.0,6.5,Restreichweite 74km = Total 122km,1,1
Volkswagen,Golf,e-Golf,0.691423611,43180,24,3.36,Electricity,Winter tires,1,0,1,Normal,14.0,0,0,43.0,1.3,Restreichweite 140km = Total 164km,1,1
Volkswagen,Golf,e-Golf,0.649756944,43156,72,13.68,Electricity,Winter tires,1,0,1,Normal,19.0,0,0,39.0,6.3,Restreichweite 32km = Total 104km,1,1
Volkswagen,Golf,e-Golf,0.566423611,43084,22,4.35,Electricity,Winter tires,1,0,1,Normal,19.8,0,0,43.0,7.1,Restreichweite 116km = Total 138km,1,1
Volkswagen,Golf,e-Golf,0.524756944,43062,31,6.26,Electricity,Winter tires,1,0,1,Normal,20.2,0,0,44.0,7.5,3.5°C ,1,1
Volkswagen,Golf,e-Golf,0.483090278,43031,82,15.17,Electricity,Winter tires,1,0,1,Normal,18.5,0,0,50.0,5.8,2°C. ,1,1
Volkswagen,Golf,e-Golf,0.441423611,42949,63,8.37,Electricity,Winter tires,1,0,1,Normal,13.3,0,0,55.0,0.6,9°C. Ohne Heizung,1,1
Volkswagen,Golf,e-Golf,0.399756944,42886,31,3.93,Electricity,Winter tires,1,0,1,Normal,12.7,0,0,45.0,0.0,"8°C. Keine Heizung gebraucht, nur Sitzheizung",1,1
Volkswagen,Golf,e-Golf,0.358090278,42855,73,13.43,Electricity,Winter tires,1,0,1,Normal,18.4,0,0,43.0,5.7,Restreichweite 38km = Total 111km,1,1
Volkswagen,Golf,e-Golf,0.274756944,42782,74,14.13,Electricity,Winter tires,1,0,1,Normal,19.1,0,0,45.0,6.4,Restreichweite 35km = Total 109km,1,1
Volkswagen,Golf,e-Golf,0.191423611,42708,55,11.27,Electricity,Winter tires,1,0,1,Normal,20.5,0,0,43.0,7.8,Restreichweite 52km = Total 107km,1,1
Volkswagen,Golf,e-Golf,0.108090278,42653,87,14.09,Electricity,Winter tires,1,0,1,Normal,16.2,0,0,47.0,3.5,Restreichweite 44km = Total 131km,1,1
Volkswagen,Golf,e-Golf,0.066423611,42566,58,10.84,Electricity,Winter tires,1,0,1,Normal,18.7,0,0,42.0,6.0,Restreichweite 53km = Total 111km,1,1
Volkswagen,Golf,e-Golf,31.01.2019,42508,67,14.07,Electricity,Winter tires,1,0,1,Normal,21.0,0,0,43.0,8.3,Restreichweite 34km = Total 101km,1,1
Volkswagen,Golf,e-Golf,29.01.2019,42441,34,6.39,Electricity,Winter tires,1,0,1,Normal,18.8,0,0,42.0,6.1,Restreichweite 109km = Total 143km,1,1
Volkswagen,Golf,e-Golf,28.01.2019,42407,23,4.87,Electricity,Winter tires,1,0,1,Normal,21.2,0,0,42.0,8.5,,1,1
Volkswagen,Golf,e-Golf,27.01.2019,42384,76,14.44,Electricity,Winter tires,1,0,1,Normal,19.0,0,0,45.0,6.3,Restreichweite 29km = Total 105km,1,1
Volkswagen,Golf,e-Golf,25.01.2019,42308,54,10.2,Electricity,Winter tires,1,0,1,Normal,18.9,0,0,49.0,6.2,,1,1
Volkswagen,Golf,e-Golf,24.01.2019,42254,61,12.74,Electricity,Winter tires,1,0,1,Normal,20.9,0,0,45.0,8.2,Restreichweite 37km = Total 98km,1,1
Volkswagen,Golf,e-Golf,0.940729167,42193,61,11.59,Electricity,Winter tires,1,0,1,Normal,19.0,0,0,41.0,6.3,Restreichweite 57km = Total 118km,1,1
Volkswagen,Golf,e-Golf,0.8990625,42132,39,8.5,Electricity,Winter tires,1,0,1,Normal,21.8,0,0,42.0,9.1,Restreichweite 64km = Total 103km,1,1
Volkswagen,Golf,e-Golf,0.7740625,42093,72,12.74,Electricity,Winter tires,1,0,1,Normal,17.7,0,0,38.0,5.0,Restreichweite 40km = Total 112km,1,1
Volkswagen,Golf,e-Golf,0.690729167,42021,74,12.72,Electricity,Winter tires,1,0,1,Normal,17.2,0,0,41.0,4.5,Restreichweite 53km = Total 127km,1,1
Volkswagen,Golf,e-Golf,0.6490625,41947,55,10.56,Electricity,Winter tires,1,0,1,Normal,19.2,0,0,43.0,6.5,Restreichweite 66km = Total 121km,1,1
Volkswagen,Golf,e-Golf,0.607395833,41892,30,6.21,Electricity,Winter tires,1,0,1,Normal,20.7,0,0,44.0,8.0,Restreichweite 90km = Total 120km,1,1
Volkswagen,Golf,e-Golf,0.565729167,41862,44,8.09,Electricity,Winter tires,1,0,1,Normal,18.4,0,0,41.0,5.7,Restreichweite 80km = 124km,1,1
Volkswagen,Golf,e-Golf,0.482395833,41818,67,13.46,Electricity,Winter tires,1,0,1,Normal,20.1,0,0,43.0,7.4,Restreichweite 43km = Total 110km,1,1
Volkswagen,Golf,e-Golf,0.440729167,41751,35,8.3,Electricity,Winter tires,1,0,1,Normal,23.7,0,0,37.0,11.0,Restreichweite 68km = Total 103km,1,1
Volkswagen,Golf,e-Golf,0.3990625,41716,66,13.66,Electricity,Winter tires,1,0,1,Normal,20.7,0,0,42.0,8.0,Restreichweite 35km = Total 101km,1,1
Volkswagen,Golf,e-Golf,0.315729167,41650,52,10.76,Electricity,Winter tires,1,0,1,Normal,20.7,0,0,42.0,8.0,Restreichweite 48km = Total 100km,1,1
Volkswagen,Golf,e-Golf,0.190729167,41598,62,11.65,Electricity,Winter tires,1,0,1,Normal,18.8,0,0,44.0,6.1,Restreichweite 56km = Total 118km,1,1
Volkswagen,Golf,e-Golf,0.1490625,41536,25,5.15,Electricity,Winter tires,1,0,1,Normal,20.6,0,0,51.0,7.9,Restreichweite 82km = Total 107km,1,1
Volkswagen,Golf,e-Golf,0.107395833,41511,96,15.74,Electricity,Winter tires,1,0,1,Normal,16.4,0,0,44.0,3.7,Restreichweite 14km = Total 110km,1,1
Volkswagen,Golf,e-Golf,30.12.2018,41415,24,4.36,Electricity,Winter tires,1,0,1,Normal,18.2,0,0,44.0,5.5,,1,1
Volkswagen,Golf,e-Golf,30.12.2018,41391,67,13.73,Electricity,Winter tires,1,0,1,Normal,20.5,0,0,45.0,7.8,Restreichweite 31km = Total 98km! ,1,1
Volkswagen,Golf,e-Golf,27.12.2018,41324,17,3.51,Electricity,Winter tires,1,0,1,Normal,20.7,0,0,39.0,8.0,,1,1
Volkswagen,Golf,e-Golf,27.12.2018,41307,57,10.71,Electricity,Winter tires,1,0,1,Normal,18.8,0,0,40.0,6.1,Restreichweite 68km = Total 125km,1,1
Volkswagen,Golf,e-Golf,26.12.2018,41250,60,9.72,Electricity,Winter tires,1,1,1,Normal,16.2,0,0,59.0,3.5,,1,1
Volkswagen,Golf,e-Golf,26.12.2018,41138,13,2.5,Electricity,Winter tires,1,1,0,Normal,19.3,0,0,35.0,6.6,CCS Grauholz gratis,1,1
Volkswagen,Golf,e-Golf,25.12.2018,41010,66,9.7,Electricity,Winter tires,1,0,1,Normal,14.7,0,0,44.0,2.0,,1,1
Volkswagen,Golf,e-Golf,0.990023148,40944,92,13.15,Electricity,Winter tires,1,0,1,Normal,14.3,0,0,45.0,1.6,Restreichweite 48km = Total 140km,1,1
Volkswagen,Golf,e-Golf,0.865023148,40852,53,9.85,Electricity,Winter tires,1,0,1,Normal,18.6,0,0,44.0,5.9,Restreichweite 63km = Total 116km,1,1
Volkswagen,Golf,e-Golf,0.823356481,40799,54,11.44,Electricity,Winter tires,1,0,1,Normal,21.2,0,0,41.0,8.5,Restreichweite 50km = Total 104km,1,1
Volkswagen,Golf,e-Golf,0.781689815,40745,62,13.08,Electricity,Winter tires,1,0,1,Normal,21.1,0,0,43.0,8.4,,1,1
Volkswagen,Golf,e-Golf,0.656689815,40565,41,7.54,Electricity,Winter tires,1,0,1,Normal,18.4,0,0,38.0,5.7,,1,1
Volkswagen,Golf,e-Golf,0.615023148,40470,86,14.7,Electricity,Winter tires,1,1,1,Normal,17.1,0,0,48.0,4.4,CCS IWB Basel Restreichweite 36km = Total 122km,1,1
Volkswagen,Golf,e-Golf,0.573356481,40384,45,9.09,Electricity,Winter tires,1,0,1,Normal,20.2,0,0,44.0,7.5,Restreichweite 64km = Total 109km,1,1
Volkswagen,Golf,e-Golf,0.531689815,40339,68,12.17,Electricity,Winter tires,1,0,1,Normal,17.9,0,0,39.0,5.2,Restreichweite 46km = Total 114km,1,1
Volkswagen,Golf,e-Golf,0.490023148,40271,63,12.34,Electricity,Winter tires,1,0,1,Normal,19.6,0,0,43.0,6.9,Temp.Minus 1.5°C. Restreichweite 46km = Total 109km ,1,1
Volkswagen,Golf,e-Golf,0.448356481,40208,55,8.96,Electricity,Winter tires,1,0,1,Normal,16.3,0,0,42.0,3.6,,1,1
Volkswagen,Golf,e-Golf,0.406689815,40153,112,16.01,Electricity,Winter tires,1,1,1,Normal,14.3,0,0,56.0,1.6,Restreichweite 19km = Total 131km,1,1
Volkswagen,Golf,e-Golf,0.365023148,40041,65,8.64,Electricity,Winter tires,1,0,1,Normal,13.3,0,0,38.0,0.6,Restreichweite 83km = Total 148km,1,1
Volkswagen,Golf,e-Golf,0.240023148,39939,86,12.55,Electricity,Winter tires,1,0,1,Normal,14.6,0,0,44.0,1.9,"Schnellladung in Bad Zurzach gratis, Parkgebühr Fr.1.-",1,1
Volkswagen,Golf,e-Golf,0.115023148,39853,91,14.47,Electricity,Winter tires,1,0,1,Normal,15.9,0,0,45.0,3.2,"Schnellladung Bad Zurzach Strom gratis, Parkgebühr Fr.1.-",1,1
Volkswagen,Golf,e-Golf,28.11.2018,39762,55,9.41,Electricity,Winter tires,1,0,1,Normal,17.1,0,0,45.0,4.4,Schnellladung Bad Zurzach Parkgebühr 1.-,1,1
Volkswagen,Golf,e-Golf,27.11.2018,39707,77,14.78,Electricity,Winter tires,1,0,1,Normal,19.2,0,0,41.0,6.5,Schnellladung Bad Zurzach Parkgebühr 1.-,1,1
Volkswagen,Golf,e-Golf,25.11.2018,39630,69,13.73,Electricity,Winter tires,1,0,1,Normal,19.9,0,0,45.0,7.2,Restreichweite 35km = Total 104km ,1,1
Volkswagen,Golf,e-Golf,0.947662037,39561,34,6.02,Electricity,Winter tires,1,0,1,Normal,17.7,0,0,45.0,5.0,Restreichweite 101km = Total 135km,1,1
Volkswagen,Golf,e-Golf,0.90599537,39527,27,5.32,Electricity,Winter tires,1,0,1,Normal,19.7,0,0,40.0,7.0,Restreichweite 108km = Total 135km,1,1
Volkswagen,Golf,e-Golf,0.864328704,39500,63,11.66,Electricity,Winter tires,1,0,1,Normal,18.5,0,0,42.0,5.8,Restreichweite 44km = Total 107km,1,1
Volkswagen,Golf,e-Golf,0.739328704,39320,43,6.15,Electricity,Winter tires,1,0,1,Normal,14.3,0,0,44.0,1.6,Restreichweite 117km = Total 160km,1,1
Volkswagen,Golf,e-Golf,0.697662037,39277,83,11.87,Electricity,Winter tires,1,0,1,Normal,14.3,0,0,44.0,1.6,Restreichweite 52km = Total 135km,1,1
Volkswagen,Golf,e-Golf,0.614328704,39194,79,12.4,Electricity,Winter tires,1,0,1,Normal,15.7,0,0,40.0,3.0,Restreichweite 57km = Total 136km,1,1
Volkswagen,Golf,e-Golf,0.489328704,39115,78,10.45,Electricity,Winter tires,1,1,1,Normal,13.4,0,0,50.0,0.7,,1,1
Volkswagen,Golf,e-Golf,0.447662037,39037,96,14.49,Electricity,Winter tires,1,1,1,Normal,15.1,0,0,50.0,2.4,Aufgeladen bei Freunden zuhause,1,1
Volkswagen,Golf,e-Golf,0.40599537,38941,101,13.02,Electricity,Winter tires,1,0,1,Normal,12.9,0,0,48.0,0.2,Restreichweite 57km = Total 158km,1,1
Volkswagen,Golf,e-Golf,0.322662037,38840,60,9.48,Electricity,Winter tires,1,0,1,Normal,15.8,0,0,43.0,3.1,Restreichweite 63km = Total 123km,1,1
Volkswagen,Golf,e-Golf,0.239328704,38780,112,15.34,Electricity,Winter tires,1,0,1,Normal,13.7,0,0,43.0,1.0,Restreichweite 34km = Total 146km,1,1
Volkswagen,Golf,e-Golf,0.072662037,38668,130,14.56,Electricity,Winter tires,1,0,1,Normal,11.2,0,0,47.0,-1.5,Restreichweite 50km = Total 180km,1,1
Volkswagen,Golf,e-Golf,31.10.2018,38538,57,9.8,Electricity,Winter tires,1,0,1,Normal,17.2,0,0,46.0,4.5,Restreichweite 69km = Total 126km,1,1
Volkswagen,Golf,e-Golf,30.10.2018,38481,72,10.94,Electricity,Winter tires,1,0,1,Normal,15.2,0,0,47.0,2.5,Restreichweite 70km = Total 142km,1,1
Volkswagen,Golf,e-Golf,29.10.2018,38409,65,10.6,Electricity,Winter tires,1,0,1,Normal,16.3,0,0,43.0,3.6,Restreichweite 62km = Total 127km,1,1
Volkswagen,Golf,e-Golf,28.10.2018,38344,32,4.74,Electricity,Winter tires,1,0,1,Normal,14.8,0,0,40.0,2.1,,1,1
Volkswagen,Golf,e-Golf,25.10.2018,38312,161,18.51,Electricity,Winter tires,1,1,1,Normal,11.5,0,0,50.0,-1.2,Restreichweite 2km! = Total 163km,1,1
Volkswagen,Golf,e-Golf,24.10.2018,38151,91,12.01,Electricity,Winter tires,1,0,1,Normal,13.2,0,0,40.0,0.5,Restreichweite 64km = Total 155km,1,1
Volkswagen,Golf,e-Golf,0.863634259,37965,50,6.4,Electricity,Winter tires,1,0,1,Normal,12.8,0,0,40.0,0.1,Restreichweite 117km = Total 167km,1,1
Volkswagen,Golf,e-Golf,0.780300926,37915,46,5.98,Electricity,Winter tires,1,0,1,Normal,13.0,0,0,38.0,0.3,Restreichweite 107km = Total 153km,1,1
Volkswagen,Golf,e-Golf,0.738634259,37869,24,2.83,Electricity,Winter tires,1,0,1,Normal,11.8,0,0,44.0,-0.9,,1,1
Volkswagen,Golf,e-Golf,0.738634259,37845,141,17.34,Electricity,Summer tires,1,1,1,Normal,12.3,0,0,45.0,-0.4,Restreichweite 10km = Total 151km,0,1
Volkswagen,Golf,e-Golf,0.613634259,37704,95,10.73,Electricity,Summer tires,1,0,1,Normal,11.3,0,0,53.0,-1.4,Restreichweite 82km = Total 177km,0,1
Volkswagen,Golf,e-Golf,0.571967593,37609,84,9.82,Electricity,Summer tires,1,0,1,Normal,11.7,0,0,42.0,-1.0,Restreichweite 83km = Total 167km ,0,1
Volkswagen,Golf,e-Golf,0.530300926,37525,133,16.35,Electricity,Summer tires,1,0,1,Normal,12.3,0,0,44.0,-0.4,Restreichweite 16km = Total 149km,0,1
Volkswagen,Golf,e-Golf,0.363634259,37392,112,13.55,Electricity,Summer tires,1,1,1,Normal,12.1,0,0,58.0,-0.6,,0,1
Volkswagen,Golf,e-Golf,0.280300926,37144,68,8.22,Electricity,Summer tires,1,1,1,Normal,12.1,0,0,49.0,-0.6,Restreichweite 103km = Total 171km kostenlose Schnellladung,0,1
Volkswagen,Golf,e-Golf,0.238634259,37076,57,7.46,Electricity,Summer tires,1,0,1,Normal,13.1,0,0,41.0,0.4,Restreichweite 106km = Total 163km,0,1
Volkswagen,Golf,e-Golf,0.155300926,37019,141,16.07,Electricity,Summer tires,1,1,1,Normal,11.4,0,0,41.0,-1.3,Restreichweite 20km = Total 161km,0,1
Volkswagen,Golf,e-Golf,0.113634259,36878,55,7.53,Electricity,Summer tires,1,0,1,Normal,13.7,0,0,50.0,1.0,Restreichweite 109km = Total 164km,0,1
Volkswagen,Golf,e-Golf,0.071967593,36823,51,6.52,Electricity,Summer tires,1,0,1,Normal,12.8,0,0,47.0,0.1,,0,1
Volkswagen,Golf,e-Golf,30.09.2018,36772,140,15.82,Electricity,Summer tires,1,1,1,Normal,11.3,0,0,48.0,-1.4,Restreichweite 35km = Total 175km,0,1
Volkswagen,Golf,e-Golf,29.09.2018,36534,68,7.88,Electricity,Summer tires,1,0,1,Normal,11.6,0,0,43.0,-1.1,Restreichweite 107km = Total 175km,0,1
Volkswagen,Golf,e-Golf,28.09.2018,36466,93,11.25,Electricity,Summer tires,1,0,1,Normal,12.1,0,0,46.0,-0.6,Restreichweite 76km = Total 169km,0,1
